codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_tipo_icao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_horario,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_dia_extracao
201401062673159,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-29.1153,-56.5139,ITAQUI,RS,BRASIL,SSIQ,2014-01-06,20:00:00,,FINALIZADA,A-004/CENIPA/2014,SIM,2014-08-22,0,1,NÃO,2018-08-28
201312188817247,ACIDENTE,OUTROS,OUTROS,OTHR,-29.2889,-56.5622,ITAQUI,RS,BRASIL,****,2013-12-18,12:45:00,,FINALIZADA,A-225/CENIPA/2013,SIM,2017-08-01,3,1,NÃO,2018-08-28
201101223955840,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-9.0154,-42.6923,SÃO RAIMUNDO NONATO,PI,BRASIL,SNGG,2011-01-22,18:30:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201504021686043,ACIDENTE,COM COMANDOS DE VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-23.5658,-46.8539,CARAPICUÍBA,SP,BRASIL,****,2015-04-02,20:00:00,***,FINALIZADA,A-050/CENIPA/2015,SIM,2017-04-04,5,1,NÃO,2018-08-28
201510083781289,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-12.2031,-38.9067,FEIRA DE SANTANA,BA,BRASIL,SNJD,2015-10-08,18:05:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201604020126533,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS,OTHR,-12.2153,-38.8939,FEIRA DE SANTANA,BA,BRASIL,SBFE,2016-03-26,16:00:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201309018445081,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-7.7783,-41.9003,SIMPLÍCIO MENDES,PI,BRASIL,****,2013-09-01,09:32:00,,FINALIZADA,A-159/CENIPA/2013,SIM,2017-08-01,0,1,NÃO,2018-08-28
201509204695120,ACIDENTE,CORTE INVOLUNTÁRIO DO MOTOR,OUTROS,OTHR,-21.6742,-47.06,CASA BRANCA,SP,BRASIL,****,2015-09-20,17:30:00,,FINALIZADA,A-126/CENIPA/2015,SIM,2017-08-01,0,1,NÃO,2018-08-28
201109257166003,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-8.3153,-48.1603,ITAPIRATINS,TO,BRASIL,****,2011-09-25,13:30:00,,FINALIZADA,A-567/CENIPA/2016,SIM,2016-12-01,0,1,NÃO,2018-08-28
200810055407595,ACIDENTE,COM HÉLICE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-8.1819,-43.7919,TAMBORIL DO PIAUÍ,PI,BRASIL,****,2008-10-05,18:00:00,,FINALIZADA,A-065/CENIPA/2010,SIM,2010-07-15,2,1,NÃO,2018-08-28
201309264387852,INCIDENTE GRAVE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-5.0606,-42.8244,TERESINA,PI,BRASIL,SBTE,2013-09-26,14:15:00,,FINALIZADA,IG-171/CENIPA/2013,SIM,2014-03-17,1,1,NÃO,2018-08-28
201210141120109,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-4.9185,-42.8118,TERESINA,PI,BRASIL,SBTE,2012-10-14,00:09:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201512125255643,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-5.4039,-43.0644,TERESINA,PI,BRASIL,SBTE,2015-12-12,19:05:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201009267461411,INCIDENTE,OUTROS,OUTROS,OTHR,-4.9185,-42.8118,TERESINA,PI,BRASIL,SBTE,2010-09-26,08:01:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201411085032699,ACIDENTE,INDETERMINADO,INDETERMINADO,UNK,-4.9185,-42.8118,TERESINA,PI,BRASIL,****,2014-11-08,20:50:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200807071990729,INCIDENTE,OUTROS,OUTROS,OTHR,-4.9185,-42.8118,TERESINA,PI,BRASIL,****,2008-07-07,19:20:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201507137721838,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-5.0606,-5.0606,TERESINA,PI,BRASIL,SBTE,2015-07-13,14:58:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201312166517711,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-5.0606,-42.8244,TERESINA,PI,BRASIL,SBTE,2013-12-16,21:48:00,,FINALIZADA,A-223/CENIPA/2013,SIM,2016-02-29,6,1,NÃO,2018-08-28
201409273338327,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-4.9185,-42.8118,TERESINA,PI,BRASIL,SBTE,2014-09-27,19:30:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200808125432612,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-4.9185,-42.8118,TERESINA,PI,BRASIL,SBTE,2008-08-12,21:34:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201308117887236,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-4.9185,-42.8118,TERESINA,PI,BRASIL,****,2013-08-11,19:24:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201412035091372,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-4.9185,-42.8118,TERESINA,PI,BRASIL,SBTE,2014-12-03,10:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201301077288567,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-4.9185,-42.8118,TERESINA,PI,BRASIL,SBTE,2013-01-07,13:36:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201208193547334,INCIDENTE,FOGO NO SOLO,FOGO/FUMAÇA (SEM IMPACTO),F-NI,-4.9185,-42.8118,TERESINA,PI,BRASIL,SBTE,2012-08-19,09:40:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201511082872819,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-32.4097,-53.445,JAGUARÃO,RS,BRASIL,****,2015-11-08,10:45:00,,FINALIZADA,A-145/CENIPA/2015,SIM,2017-10-27,1,1,NÃO,2018-08-28
201304221383324,ACIDENTE,INDETERMINADO,INDETERMINADO,UNK,-15.8189,-50.6092,ITAPIRAPUÃ,GO,BRASIL,****,2013-04-22,20:30:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200905012659896,ACIDENTE,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,LALT,-23.6839,-51.9583,ITAMBÉ,PR,BRASIL,****,2009-05-01,10:30:00,,ATIVA,A-532/CENIPA/2016,NÃO,,0,1,NÃO,2018-08-28
201210274107288,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-19.5355,-49.4812,CAMPINA VERDE,MG,BRASIL,****,2012-10-27,19:30:00,,FINALIZADA,A-146/CENIPA/2013,SIM,2013-11-13,0,1,NÃO,2018-08-28
201709111707002,ACIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-9.3675,-40.5636,PETROLINA,PE,BRASIL,SBPL,2017-09-09,13:56:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201406188039174,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-9.4418,-40.5684,PETROLINA,PE,BRASIL,SBPL,2014-06-18,19:33:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201102199902192,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-9.4418,-40.5684,PETROLINA,PE,BRASIL,SBPL,2011-02-19,13:30:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201701041513166,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-9.3675,-42.5636,PETROLINA,PE,BRASIL,SBPL,2016-12-26,09:15:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201112195792117,INCIDENTE,OUTROS,OUTROS,OTHR,-9.4418,-40.5684,PETROLINA,PE,BRASIL,SBPL,2011-12-19,20:24:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201006132115167,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-9.4418,-40.5684,PETROLINA,PE,BRASIL,SBPL,2010-06-13,15:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200904145487312,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-9.4418,-40.5684,PETROLINA,PE,BRASIL,****,2009-04-14,09:40:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201210074703106,INCIDENTE GRAVE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-21.1506,-48.9903,CATANDUVA,SP,BRASIL,SDCD,2012-10-07,15:30:00,,FINALIZADA,IG-141/CENIPA/2013,SIM,2014-10-14,3,1,NÃO,2018-08-28
201504163487227,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-21.0358,-48.9903,CATANDUVA,SP,BRASIL,****,2015-04-16,20:45:00,,FINALIZADA,A-061/CENIPA/2015,SIM,2017-10-27,1,1,NÃO,2018-08-28
201804111948542,INCIDENTE,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA,ARC,-11.2308,-46.0442,FORMOSA DO RIO PRETO,BA,BRASIL,SWVI,2018-04-10,13:00:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201802281335062,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-11.5992,-46.0269,FORMOSA DO RIO PRETO,BA,BRASIL,SNFS,2018-01-13,10:50:00,SIM,FINALIZADA,A-007/CENIPA/2018,SIM,2018-06-25,0,1,SIM,2018-08-28
201201259217696,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-15.5623,-49.9445,ITAPURANGA,GO,BRASIL,****,2012-01-25,22:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201402272422734,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-7.6397,-44.2133,URUÇUÍ,PI,BRASIL,****,2014-02-27,20:30:00,,FINALIZADA,A-044/CENIPA/2014,SIM,2014-10-08,0,1,NÃO,2018-08-28
201403149661925,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-8.2847,-44.5536,URUÇUÍ,PI,BRASIL,****,2014-03-14,20:30:00,,FINALIZADA,A-055/CENIPA/2014,SIM,2014-08-22,0,1,NÃO,2018-08-28
201803141230297,ACIDENTE,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,LALT,-8.3367,-44.4603,URUÇUÍ,PI,BRASIL,****,2018-03-10,13:35:00,SIM,FINALIZADA,A-044/CENIPA/2018,SIM,2018-06-25,1,1,NÃO,2018-08-28
201407106749372,INCIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-2.5319,-44.2979,SÃO LUÍS,MA,BRASIL,SBSL,2014-07-10,16:33:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201005261446538,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-2.5319,-44.2979,SÃO LUÍS,MA,BRASIL,SBSL,2010-05-26,14:10:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201302057122866,INCIDENTE GRAVE,PANE SECA,COMBUSTÍVEL,FUEL,-2.5869,-44.2361,SÃO LUÍS,MA,BRASIL,SBSL,2013-02-05,02:04:00,,ATIVA,IG-027/CENIPA/2013,NÃO,,0,1,NÃO,2018-08-28
200902049378216,INCIDENTE GRAVE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-2.5869,-44.2361,SÃO LUÍS,MA,BRASIL,SBSL,2009-02-04,15:25:00,,FINALIZADA,IG-060/CENIPA/2010,SIM,2010-07-15,1,1,SIM,2018-08-28
201002053765573,INCIDENTE,"FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ",SCF-NP,-2.5319,-44.2979,SÃO LUÍS,MA,BRASIL,****,2010-02-05,09:30:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201211222224443,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-2.5319,-44.2979,SÃO LUÍS,MA,BRASIL,SBSL,2012-11-22,09:50:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201808101222578,INCIDENTE,OUTROS,OUTROS,OTHR,-2.5869,-44.2381,SÃO LUÍS,MA,BRASIL,SBSL,2018-08-09,19:07:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201303168262891,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-2.5869,-44.2361,SÃO LUÍS,MA,BRASIL,SBSL,2013-03-16,12:15:00,,FINALIZADA,IG-053/CENIPA/2013,SIM,2013-07-08,0,1,SIM,2018-08-28
201805041620542,INCIDENTE,TURBULÊNCIA,TURBULÊNCIA,TURB,-2.5319,-44.2979,SÃO LUÍS,MA,BRASIL,SBSL,2018-03-18,20:44:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201401097368149,INCIDENTE,OUTROS,OUTROS,OTHR,-2.5319,-44.2979,SÃO LUÍS,MA,BRASIL,SBSL,2014-01-09,08:22:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201008245597917,ACIDENTE,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO,GCOL,-2.5319,-44.2979,SÃO LUÍS,MA,BRASIL,****,2010-08-24,11:00:00,,FINALIZADA,ENCERRADA NO RAI,NÃO,,0,1,NÃO,2018-08-28
200803052210906,INCIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-2.5319,-44.2979,SÃO LUÍS,MA,BRASIL,SBSL,2008-03-05,11:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201011232426365,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-2.5319,-44.2979,SÃO LUÍS,MA,BRASIL,SBSL,2010-11-23,02:55:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201602171447484,ACIDENTE,INDETERMINADO,INDETERMINADO,UNK,-2.8642,44.4092,SÃO LUÍS,MA,BRASIL,****,2016-02-09,20:10:00,NÃO,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200906082126108,INCIDENTE,"FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ",SCF-NP,-2.5319,-44.2979,SÃO LUÍS,MA,BRASIL,SBSL,2009-06-08,20:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201410201886411,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-2.5319,-44.2979,SÃO LUÍS,MA,BRASIL,SBSL,2014-10-20,20:33:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201506091274267,INCIDENTE GRAVE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-2.5869,-44.2361,SÃO LUÍS,MA,BRASIL,SBSL,2015-06-09,16:06:00,,ATIVA,IG-084/CENIPA/2015,NÃO,,0,1,NÃO,2018-08-28
201310307245536,INCIDENTE GRAVE,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-2.5869,-44.2361,SÃO LUÍS,MA,BRASIL,SBSL,2013-10-30,16:54:00,,FINALIZADA,IG-197/CENIPA/2013,SIM,2014-03-17,0,1,NÃO,2018-08-28
200805056439663,ACIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-2.5869,-44.2361,SÃO LUÍS,MA,BRASIL,SBSL,2008-05-05,01:05:00,,FINALIZADA,A-049/CENIPA/2014,SIM,2014-09-29,2,1,NÃO,2018-08-28
201009221203120,INCIDENTE GRAVE,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-2.5319,-44.2979,SÃO LUÍS,MA,BRASIL,SBSL,2010-09-22,21:38:00,,ATIVA,A DEFINIR,NÃO,,0,1,NÃO,2018-08-28
201005063075997,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-2.5319,-44.2979,SÃO LUÍS,MA,BRASIL,SBSL,2010-05-06,17:05:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201505206077799,INCIDENTE,OUTROS,OUTROS,OTHR,-2.5869,-44.2361,SÃO LUÍS,MA,BRASIL,SBSL,2015-05-20,16:20:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201004299326271,INCIDENTE,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-26.8974,-48.6492,NAVEGANTES,SC,BRASIL,****,2010-04-29,10:52:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200801114518204,INCIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-26.8974,-48.6492,NAVEGANTES,SC,BRASIL,SBNF,2008-01-11,14:57:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201008041673814,INCIDENTE,"FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ",SCF-NP,-26.8974,-48.6492,NAVEGANTES,SC,BRASIL,****,2010-08-04,12:30:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201607111318417,INCIDENTE,VAZAMENTO DE COMBUSTÍVEL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-26.8786,-48.6508,NAVEGANTES,SC,BRASIL,SBNF,2016-06-29,16:58:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201203242424508,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS,OTHR,-26.8786,-48.6508,NAVEGANTES,SC,BRASIL,SBNF,2012-03-24,17:40:00,,ATIVA,A DEFINIR,NÃO,,0,1,NÃO,2018-08-28
201508165854094,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-26.8786,-48.6508,NAVEGANTES,SC,BRASIL,SBNF,2015-08-16,19:20:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201306068491057,INCIDENTE,"FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ",SCF-NP,-26.8974,-48.6492,NAVEGANTES,SC,BRASIL,SBNF,2013-06-06,11:20:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200901026851664,INCIDENTE,"FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ",SCF-NP,-26.8974,-48.6492,NAVEGANTES,SC,BRASIL,SBNF,2009-01-02,17:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201007215007366,INCIDENTE,"FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ",SCF-NP,-26.8974,-48.6492,NAVEGANTES,SC,BRASIL,SBNF,2010-07-21,16:17:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201008107274735,INCIDENTE,COM ROTOR,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-26.8974,-48.6492,NAVEGANTES,SC,BRASIL,****,2010-08-10,13:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200806172575296,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-26.8974,-48.6492,NAVEGANTES,SC,BRASIL,SBNF,2008-06-17,11:10:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201712071325594,ACIDENTE,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-26.8786,-48.6508,NAVEGANTES,SC,BRASIL,SBNF,2017-12-06,11:53:00,SIM,ATIVA,A-162/CENIPA/2017,NÃO,,0,1,NÃO,2018-08-28
200801115201288,INCIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-26.8974,-48.6492,NAVEGANTES,SC,BRASIL,SBNF,2008-01-11,00:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201209254600441,INCIDENTE,F.O.D.,OUTROS,OTHR,-26.8974,-48.6492,NAVEGANTES,SC,BRASIL,SBNF,2012-09-25,13:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201112295590316,INCIDENTE,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO,GCOL,-26.8974,-48.6492,NAVEGANTES,SC,BRASIL,SBNF,2011-12-29,18:33:00,,FINALIZADA,***,NÃO,,0,2,NÃO,2018-08-28
201705291426149,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-26.8786,-48.6508,NAVEGANTES,SC,BRASIL,SBNF,2017-05-25,23:25:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201508279678536,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-26.8786,-48.6508,NAVEGANTES,SC,BRASIL,SBNF,2015-08-27,00:43:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200906191791108,INCIDENTE,FALHA DO MOTOR NO SOLO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-26.8974,-48.6492,NAVEGANTES,SC,BRASIL,SBNF,2009-06-19,15:55:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201006253740248,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-26.8974,-48.6492,NAVEGANTES,SC,BRASIL,SBNF,2010-06-25,11:45:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201608101735422,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-6.3906,-41.7661,VALENÇA DO PIAUÍ,PI,BRASIL,****,2016-08-02,16:30:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201111029518795,ACIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-26.9013,-52.9113,NOVA ERECHIM,SC,BRASIL,****,2011-11-02,21:30:00,,FINALIZADA,A DEFINIR,NÃO,,0,1,NÃO,2018-08-28
201601270148275,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-19.7806,-48.5908,CAMPO FLORIDO,MG,BRASIL,####,2016-01-05,12:30:00,NÃO,FINALIZADA,IG-003/CENIPA/2016,SIM,2017-06-22,1,1,SIM,2018-08-28
201202029065825,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-19.8139,-48.7389,CAMPO FLORIDO,MG,BRASIL,****,2012-02-02,21:30:00,,FINALIZADA,A-529/CENIPA/2017,SIM,2017-08-01,2,1,NÃO,2018-08-28
201805091238263,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-19.7611,-48.5478,CAMPO FLORIDO,MG,BRASIL,****,2018-05-08,11:00:00,SIM,ATIVA,A-086/CENIPA/2018,NÃO,,0,1,NÃO,2018-08-28
201111108165928,INCIDENTE,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-19.7654,-48.573,CAMPO FLORIDO,MG,BRASIL,SIRS,2011-11-10,17:30:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201301161603726,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,19.8139,-48.7389,CAMPO FLORIDO,MG,BRASIL,****,2013-01-16,18:29:00,,FINALIZADA,IG-006/CENIPA/2013,SIM,2015-05-15,2,1,SIM,2018-08-28
