dre;codesc;tipoesc;nomesc;ceu;diretoria;subpref;endereco;numero;bairro;cep;tel1;tel2;fax;situacao;coddist;distrito;setor;codinep;cd_cie;eh;fx_etaria;dt_criacao;ato_criacao;doc_criacao;dt_ini_conv;dt_ini_func;dt_autoriza;dt_extintao;nome_ant;rede;latitude;longitude;database
 IP;303038;ESC.PART.   ;NINA FEITOZA, E. E. I.;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;PraÃ§a DAS CORRIDAS;26;VILA MOINHO VELHO;4286050;29145507;;;ATIVA;68;SACOMA;6802;35170690.0;;;2A A 5A;;;;;;01/12/1998;27/12/2017;CASINHA FELIZ CANTINHO RECR.;;-23.606.916;-46.601.261;30/12/2018
 IP;303046;ESC.PART.   ;CRIAR-TE LTDA ME, ESCOLA INFANTIL;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua NOSSA SENHORA DA SAÃšDE;242;JARDIM PREVIDÃŠNCIA;4159000;50732092;;;ATIVA;27;CURSINO;2704;35162796.0;;;;;;;;;10/02/1998;;CRIAR-TE LTDA-ME, ESCOLA INFANTIL;;-23.622.872;-46.617.826;30/12/2018
 IP;303119;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua DOUTOR CESÃRIO MOTA JÃšNIOR;112;VILA BUARQUE;1221020;21797167;;;ATIVA;26;CONSOLACAO;2601;35171396.0;;;;;;;;;16/07/1998;;DONA ANTONIETA ALTENFELDER CRECHE;;-23.542.675;-46.648.919;30/12/2018
 IP;303135;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua DOM LUIS LASANHA;220;IPIRANGA;4266030;20632279;;;ATIVA;34;IPIRANGA;3403;35136268.0;;;;;;;;;18/10/1995;;NOSSA SENHORA AUXILIADORA INSTITUTO - UNID.II;;-23.590.833;-46.611.596;30/12/2018
 IP;303488;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua MANOEL DUTRA;578;BELA VISTA;1328010;31067482;;;ATIVA;7;BELA VISTA;701;35125428.0;;;ATENDER CRIANCAS DE 0 A 6 ANOS;;;;;;18/10/1995;;BERGAMO ESCOLINHA;;-2.355.563;-46.648.689;30/12/2018
 IP;303801;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua ITACOLOMI;173;HIGIENOPOLIS;1239020;31204892;;;ATIVA;26;CONSOLACAO;2601;35123785.0;;;0 A 5 ANOS;;;;;;18/10/1995;;HIGIENOPOLIS ESCOLA;;-23.545.481;-46.655.645;30/12/2018
 IP;303887;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua CARLOS MAURO;142;SÃƒO JOÃƒO CLÃMACO;4240150;29484632;;;ATIVA;68;SACOMA;6801;35171591.0;;;2A A 6A;;;;;;17/04/2007;14/04/2004;MEU MEL NUCL.RECR;;-23.619.429;-46.586.717;30/12/2018
 IP;304280;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA MARIANA;Rua DAS ORQUIDEAS;391;MIRANDOPOLIS;4050000;50719587;;;ATIVA;77;SAUDE;7701;35126810.0;;;;;;;;;18/10/1995;24/03/2015;CRIANCA FELIZ DO BOSQUE E.E.I.;;-23.606.165;-46.643.112;30/12/2018
 IP;304336;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua MARIA JOSE;198;BELA VISTA;1324010;32666336;;;ATIVA;7;BELA VISTA;701;35178100.0;;;ZERO A 5A;;;;;;05/08/2010;;TAGARELINHA E.E.I.;;-23.557.045;-46.643.733;30/12/2018
 IP;304603;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA PRUDENTE;Avenida ZELINA;1160;VILA ZELINA;3143002;23413380;;;ATIVA;93;VILA PRUDENTE;9302;35157348.0;;;;;;;;;04/01/1997;;BABY MATER E.E.I;;-23.590.463;-46.572.744;30/12/2018
 IP;305975;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA PRUDENTE;Rua IRAJUBA;81;VILA DIVINA PASTORA;3265040;22162475;;;ATIVA;72;SAO LUCAS;7202;35163041.0;;;2A A 5A;;;;;;09/04/1998;;PATOTINHA ALEGRE E.E.I.;;-2.359.349;-46.540.992;30/12/2018
 IP;305980;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua SAO DOMINGOS;48;BELA VISTA;1326000;31073382;;;ATIVA;0;;0;35177374.0;;;;;;;;;04/10/2000;;CHUVA DE ESTRELINHAS ESC. DE RECR. INF.;;;;30/12/2018
 IP;306090;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA MARIANA;Rua MINISTRO GABRIEL DE REZENDE PASSOS;531;MOEMA;4521022;50511011;;;ATIVA;32;MOEMA;3202;35177489.0;;;;;;;;;21/10/2010;;PINGUIM E.E.I.;;-23.600.925;-46.661.257;30/12/2018
 IP;306143;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA PRUDENTE;Rua FRANCISCO REBELO;794;VILA ALPINA;3212000;29175687;;;ATIVA;93;VILA PRUDENTE;9302;35801159.0;;;;;;;;;08/12/2001;;BAMBYNOS E.E.I.;;-23.605.271;-46.563.621;30/12/2018
 IP;306159;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA MARIANA;Rua OUVIDOR PELEJA;820;VILA MARIANA;4128000;55849290;;;ATIVA;77;SAUDE;7703;35171621.0;;;ATENDER CRIANCAS DE 3M A 6ANOS;;;;;;19/06/2002;;NOSSO CANTINHO NUCL. DE RECR. INF.;;-23.602.949;-46.628.704;30/12/2018
 IP;306161;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA MARIANA;Rua DOMINGOS AUGUSTO SETTI;220;JARDIM VILA MARIANA;4116070;50832292;;;ATIVA;90;VILA MARIANA;9004;35177726.0;;;ATENDER CRIANCAS DE 4 MESES A 6 ANOS;;;;;;15/10/2011;;QUARTO CRESCENTE E.E.I.;;-23.593.631;-4.662.766;30/12/2018
 IP;306175;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA MARIANA;Rua OTAVIO NEBIAS;183;PARAISO;4002010;38851165;;;ATIVA;90;VILA MARIANA;9001;35177519.0;;;CRIANCAS DE 3 MESES A 6 ANOS;;;;;;31/10/2002;;ITATIAIA BERCARIO E RECREACAO INFANTIL;;-23.572.976;-46.650.087;30/12/2018
 IP;306182;ESC.PART.   ;NOME DE EXIBICAO NAO DEFINIDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua XAVIER DE ALMEIDA;124;IPIRANGA;4211000;22740547;62153864;;ATIVA;34;IPIRANGA;3402;35814222.0;;;ZERO A 5 A ;;;;;;03/12/2002;;PEQUENO PRINCIPE JARDIM ESCOLA;;-23.586.868;-46.608.537;30/12/2018
 IP;306305;CR.P.CONV   ;CATARINA LABOURE;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua CIPRIANO BARATA;2028;IPIRANGA;4205001;20632289;;;ATIVA;34;IPIRANGA;3402;35181024.0;39368;;1 A 3 ANOS;;;;28/06/2007;29/12/1983;22/11/2017;;CATARINA LABOURE;CON;-23.587.584;-46.605.511;30/12/2018
 IP;306307;CR.P.CONV   ;COLHEITA DE ESPERANCA;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua LÃCIO DE MIRANDA;1053;VILA CARIOCA;4225030;20619205;;;ATIVA;34;IPIRANGA;3405;35807394.0;6316;;2A A 4A;;;;28/12/2012;01/07/2000;28/12/2011;;COLHEITA DE ESPERANCA;CON;-23.604.483;-46.589.768;30/12/2018
 IP;306308;CR.P.CONV   ;JOEL CORREA DE AVILA, LAR ASSIST A CRIANCA;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua AGOSTINHO GOMES;2235;IPIRANGA;4206001;20621352;22150293;;ATIVA;34;IPIRANGA;3402;35181067.0;45526;;2 A 3 A ;;;;01/07/2003;26/09/1985;15/10/2011;;JOEL CORREA DE AVILA, LAR ASSIST A CRIANCA;CON;-23.590.176;-4.660.368;30/12/2018
 IP;306309;CR.P.CONV   ;JERONIMO RODRIGUES, MONS;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua MONSENHOR JERONIMO RODRIGUES;274;JARDIM CLIMAX;4177440;23354003;;;ATIVA;68;SACOMA;6802;35181171.0;27007;;2A A 4A;;;;01/07/2010;01/10/1984;;;JERONIMO RODRIGUES, MONS;CON;-23.641.431;-46.603.318;30/12/2018
 IP;306310;CR.P.CONV   ;NOSSA SENHORA DAS MERCES;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua JULIO FELIPE GUEDES;200;JARDIM BOTUCATU;4174040;29480399;;;ATIVA;68;SACOMA;6802;35181183.0;20702;;2A A 5A;;;;26/06/2007;01/07/1985;;;NOSSA SENHORA DAS MERCES;CON;-23.633.358;-46.607.042;30/12/2018
 IP;306313;CR.P.CONV   ;SAO BERNARDO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua GIOVANNI BRACELLI;35;JARDIM SANTA EMILIA;4184060;20838012;;;ATIVA;68;SACOMA;6803;35181225.0;27008;;2A A 5A E 11M;;;;28/06/2007;15/11/1987;;;SAO BERNARDO;CON;-23.644.095;-46.590.458;30/12/2018
 IP;306316;CEI INDIR   ;VILA MONUMENTO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua ENGENHEIRO LAURO PENTEADO;155;VILA MONUMENTO;1551030;22150113;22749746;;ATIVA;34;IPIRANGA;3401;35180973.0;20685;;ZERO A 3A E 11M;;;;01/04/2008;20/07/2002;26/10/2011;;VILA MONUMENTO;CON;-23.573.443;-46.613.901;30/12/2018
 IP;306397;CR.P.CONV   ;BETTY LAFER;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua JORGE VELHO;96;BOM RETIRO;1124040;33117081;;;ATIVA;9;BOM RETIRO;901;35180038.0;45563;;2A A 6A E 11M;;;;14/06/2010;20/07/2002;24/04/2012;;BETTY LAFER;CON;-23.526.432;-46.631.255;30/12/2018
 IP;306398;CR.P.CONV   ;BRAZILIA LACERDA DE ARRUDA BOTELHO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua CONDE DE SAO JOAQUIM;253;BELA VISTA;1320010;31066566;;;ATIVA;7;BELA VISTA;701;35180919.0;45520;;ZERO A 3A;;;;09/06/2010;25/05/1988;06/12/2013;;BRAZILIA LACERDA DE ARRUDA BOTELHO;CON;-23.556.912;-46.638.426;30/12/2018
 IP;306402;CR.P.CONV   ;CASA DOM GASTAO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua PRATES;263;BOM RETIRO;1121000;32273423;;;ATIVA;9;BOM RETIRO;901;35180048.0;4151;;1A A 5A;;;;20/07/2002;19/02/2015;06/09/2012;;CASA DOM GASTAO;CON;-23.531.233;-46.636.293;30/12/2018
 IP;306406;CR.P.CONV   ;CLARET;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua JAGUARIBE;735;VILA BUARQUE;1224001;38256135;;;ATIVA;69;SANTA CECILIA;6902;35180191.0;39411;;2A A 6A;;;;26/06/2007;16/07/1993;;;CLARET;CON;-23.541.049;-46.656.084;30/12/2018
 IP;306407;CR.P.CONV   ;CORACAO DE JESUS;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Alameda GLETE;240;CAMPOS ELISEOS;1215000;32240231;;;ATIVA;69;SANTA CECILIA;6902;35181473.0;33289;;2A A 6A;;;;20/07/2002;22/10/1994;;;CORACAO DE JESUS;CON;-23.533.192;-46.644.079;30/12/2018
 IP;306408;CR.P.CONV   ;PEQUENOS BRILHANTES;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Avenida DO ESTADO;1471;BOM RETIRO;1107000;33266185;;;ATIVA;9;BOM RETIRO;901;35565179.0;268428;;3A A 5A;;;;28/06/2007;15/12/2014;15/10/2015;27/11/2011;CORDEIRINHOS DE JESUS;CON;-23.527.861;-46.627.569;30/12/2018
 IP;306409;CR.P.CONV   ;LIBERDADE;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua SINIMBU;58;LIBERDADE;1507010;23053378;23053379;;ATIVA;49;LIBERDADE;4901;35181109.0;39369;;2A A 5A;;;;01/07/2010;01/04/1992;;;LIBERDADE;CON;-23.556.655;-46.631.775;30/12/2018
 IP;306419;CR.P.CONV   ;ESPACO DA CRIANCA EMILIE DE VILLENEUVE;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua SILVEIRA MARTINS;179;SÃ‰;1019000;;;;ATIVA;78;SE;7801;35180245.0;4165;;ZERO A 3 A;;;;28/12/2007;21/10/2013;31/07/2015;;PADRE PEPPINO E TIA RENILDA;CON;-23.552.302;-46.630.524;30/12/2018
 IP;306452;CR.P.CONV   ;ADELIA CURI;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA MARIANA;Rua JOAQUIM DE ALMEIDA;411;MIRANDOPOLIS;4050011;55851261;;;ATIVA;77;SAUDE;7701;35180828.0;14372;;ZERO A 6A E 11M;;;;01/07/2010;04/03/1997;06/12/2013;;ADELIA CURI;CON;-23.606.106;-46.646.861;30/12/2018
 IP;306453;CR.P.CONV   ;ANNA CANDIDA BRASIL NAVARRO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA MARIANA;Rua BORGES LAGOA;1555;VILA CLEMENTINO;4038034;55716801;;;ATIVA;32;MOEMA;3202;35181274.0;33278;;1 A 5A E 11M;;;;25/06/2003;08/07/2002;;;ANA CANDIDA BRASIL NAVARRO;CON;-23.596.595;-46.651.968;30/12/2018
 IP;306454;CR.P.CONV   ;CASA DA CRIANCA DE V MARIANA;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA MARIANA;Rua AMBROSINA DE MACEDO 194;194;VILA MARIANA;4013030;55792367;;;ATIVA;90;VILA MARIANA;9002;35181286.0;45534;;ZERO A 6A E 11M;;;;20/07/2002;02/03/1994;;;CASA DA CRIANCA DE V MARIANA;CON;-23.582.242;-46.641.328;30/12/2018
 IP;306458;CR.P.CONV   ;NOSSA SENHORA MAE DA IGREJA;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA MARIANA;Rua LOEFGREEN;67;VILA CLEMENTINO;4040030;55715017;;;ATIVA;90;VILA MARIANA;9004;35181298.0;33279;;ZERO A 6A E 11M;;;;01/07/2003;02/12/1980;24/04/2012;;NSA SRA MAE DA IGREJA;CON;-23.599.612;-46.625.166;30/12/2018
 IP;306461;CR.P.CONV   ;SAO JUDAS TADEU;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA MARIANA;Rua MAURO;226;SAÃšDE;4055040;55849256;;;ATIVA;77;SAUDE;7701;35180816.0;33252;;2 A 4 A;;;;25/06/2003;01/04/1990;08/11/2012;;SAO JUDAS TADEU CRECHE;CON;-23.617.415;-46.640.724;30/12/2018
 IP;306465;CR.P.CONV   ;CAMPO BELO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA PRUDENTE;Rua ARTUR TIMOTEO DA COSTA;218;VILA EMA;3278110;23020623;;;ATIVA;72;SAO LUCAS;7201;35181559.0;14408;;92 CRIANAS ;;;;01/07/2010;22/09/1995;11/11/2011;;ABC NOVO MUNDO;CON;-23.583.846;-46.542.196;30/12/2018
 IP;306469;CR.P.CONV   ;HELENA DA SILVA TEIXEIRA;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA PRUDENTE;Rua DAS DALIAS;326;VILA BELA;3202060;23418525;;;ATIVA;93;VILA PRUDENTE;9302;35181390.0;20716;;ZERO A 3A;;;;01/07/2010;19/05/1976;28/03/2017;;HELENA DA SILVA TEIXEIRA;CON;-2.360.035;-46.569.849;30/12/2018
 IP;306474;CR.P.CONV   ;JULIO CESAR DE AGUIAR;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA PRUDENTE;Rua DA IGREJA;1541;VILA PRUDENTE;3126007;25911452;;;ATIVA;93;VILA PRUDENTE;9301;35181353.0;20715;;1A A 3A;;;;09/06/2010;01/08/1989;24/03/2012;;JULIO CESAR DE AGUIAR;CON;-23.584.698;-46.589.672;30/12/2018
 IP;306475;CR.P.CONV   ;DIVINO AMOR, LAR DAS CRIANCAS;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA PRUDENTE;Rua IBITIRAMA;1990;VILA PRUDENTE;3134002;23416528;;;ATIVA;93;VILA PRUDENTE;9302;35181377.0;27023;;ZERO A 4A;;;;20/07/2002;22/06/1976;24/11/2011;;DIVINO AMOR, LAR DAS CRIANCAS;CON;-23.596.743;-46.577.407;30/12/2018
 IP;306476;CR.P.CONV   ;MARY ANNE;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA PRUDENTE;Rua JOAQUIM PEREIRA PINTO;111;JARDIM AVELINO;3226070;23418124;35394853;;ATIVA;93;VILA PRUDENTE;9302;35181316.0;20708;;ZERO A 4A E 11M;;;;27/06/2007;20/04/1985;18/11/2011;;MARY ANNE;CON;-23.592.892;-46.564.954;30/12/2018
 IP;306477;CR.P.CONV   ;NOSSA SENHORA DO CARMO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA PRUDENTE;Rua MARIA TAVARES;148;VILA ALPINA;3204080;29174545;35394845;;ATIVA;93;VILA PRUDENTE;9302;35181328.0;4090;;ZERO A 4A;;;;05/05/2006;04/02/2013;04/04/2012;;NSA SRA DO CARMO;CON;-23.595.138;-46.559.128;30/12/2018
 IP;306480;CR.P.CONV   ;PAULO SILAS;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA PRUDENTE;Rua PROFESSOR RUI VIANNA BRAGA;305;VILA PAULO SILAS;3264010;21155059;;;ATIVA;72;SAO LUCAS;7202;35181407.0;39387;;1A A 3A;;;;28/12/2007;14/09/1980;24/11/2011;;PAULO SILAS;CON;-2.359.057;-46.546.525;30/12/2018
 IP;306500;CR.P.CONV   ;LAR DO AMOR CRISTAO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua DOIS DE JULHO;384;IPIRANGA;4215000;22736268;;;ATIVA;34;IPIRANGA;3402;35814325.0;52374;;3A A 6A;;;;28/12/2007;01/02/1995;26/10/2011;;LAR DO AMOR CRISTAO;CON;-23.595.675;-46.602.155;30/12/2018
 IP;306511;CR.P.CONV   ;SANTO ANTONIO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA MARIANA;Rua FIACAO DA SAUDE;425;VILA DA SAUDE;4144020;55940662;;;ATIVA;77;SAUDE;7703;35807345.0;34461;;ZERO A 3A E 11M;;;;25/06/2003;30/08/1966;;;SANTO ANTONIO;CON;-23.618.905;-46.637.562;30/12/2018
 IP;306514;CR.P.CONV   ;JESUS MENINO C. ED. COMUNITARIO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA PRUDENTE;Rua JACITARA TIPITI;2;JARDIM GUAIRACA;3244090;27031103;;;ATIVA;72;SAO LUCAS;7203;35181444.0;33286;;ZERO A 5 A;;;;29/06/2007;03/07/1984;06/12/2011;;JESUS MENINO,C. ED. COMUNITARIO;CON;-23.603.495;-46.541.949;30/12/2018
 IP;306519;CR.P.CONV   ;ESTRELA DA MANHA, CEI;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua EUGENIO EGAS;457;JARDIM CLIMAX;4177410;23353556;;;ATIVA;68;SACOMA;6802;35181250.0;27016;;2 A 3 A;;;;20/07/2002;12/02/1988;;;SAGRADO CORACAO DE JESUS;CON;-2.364.032;-46.605.969;30/12/2018
 IP;306521;CR.P.CONV   ;SAO FRANCISCO DE ASSIS;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua ALMIRANTE MARQUES DE LEAO;602;BELA VISTA;1330010;32623284;;;ATIVA;7;BELA VISTA;701;35180944.0;33258;;2A A 6A;;;;08/06/2009;21/04/1987;15/07/2014;;SAO FRANCISCO DE ASSIS;CON;-23.561.442;-46.649.739;30/12/2018
 IP;306528;CR.P.CONV   ;LAR NOSSA SENHORA DA CONSOLACAO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua GRAVATAI;54;CONSOLACAO;1303040;31514134;32566311;;ATIVA;26;CONSOLACAO;2601;35128387.0;81227;;2A A 4A;;;;28/12/2007;01/07/2002;24/11/2018;;LAR NOSSA SENHORA DA CONSOLACAO;CON;-23.548.502;-46.647.671;30/12/2018
 IP;306538;CR.P.CONV   ;OSLAVIA BRAZ LEONIS;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA MARIANA;Rua PEDRO MORGANTI;111;VILA MARIANA;4020070;50813932;;;ATIVA;90;VILA MARIANA;9002;35058920.0;53832;;ZERO A 4A;;;;06/06/2003;23/06/2003;20/12/2011;;OSLAVIA BRAZ LEONIS;CON;-23.590.792;-46.639.217;30/12/2018
 IP;306540;CR.P.CONV   ;CENTRO SOCIAL DA CRIANCA;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua DJALMA DUTRA;30;LUZ;1103010;33150045;;;ATIVA;9;BOM RETIRO;901;35059080.0;53834;;1A A 4A;;;;19/08/2013;01/01/2004;29/05/2012;;CENTRO SOCIAL DA CRIANCA;CON;-23.535.103;-46.628.837;30/12/2018
 IP;306564;ESC.PART.   ;DOCE INFANCIA N.R. I.;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA PRUDENTE;Rua MARIO AUGUSTO DO CARMO;331;JARDIM AVELINO;3227070;23470041;;;ATIVA;93;VILA PRUDENTE;9302;35801148.0;;;ZERO A 5 A ;;;;;;03/12/2002;;DOCE INFANCIA  N.R.I.;;-23.586.386;-46.571.051;30/12/2018
 IP;306574;CR.P.CONV   ;BARONESA DE LIMEIRA;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA MARIANA;Alameda DOS GUAIOS;842;PLANALTO PAULISTA;4070000;22753068;;;ATIVA;77;SAUDE;7702;35113529.0;71831;;1 A 5 A ;;;;16/02/2004;02/02/2004;28/12/2005;;BARONESA DE LIMEIRA;CON;-23.629.194;-46.649.956;30/12/2018
 IP;306605;ESC.PART.   ;FUTURA, UNIDADE DE EDUCACAO INFANTIL;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua AGOSTINHO GOMES;1640;IPIRANGA;4206000;29148241;;;ATIVA;34;IPIRANGA;3402;35191577.0;;;02A A 06A;;;;;;18/12/2004;;FUTURA, UNIDADE DE EDUCACAO INFANTIL;;-23.583.646;-46.604.405;30/12/2018
 IP;306641;CEI INDIR   ;CORACAO DE MARIA;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua CONSELHEIRO BROTERO;779;SANTA CECÃLIA;1232011;36631368;38259148;;ATIVA;69;SANTA CECILIA;6902;35180185.0;14434;;1 A 5 ANOS ;;;;31/01/2011;25/11/1985;06/12/2013;;CORACAO DE MARIA;CON;-23.533.403;-46.659.098;30/12/2018
 IP;306647;ESC.PART.   ;ESTRIPO - LIPO, N.R.I.;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua MANIFESTO;1978;IPIRANGA;4209002;22720620;;;ATIVA;34;IPIRANGA;3402;35177246.0;;;ZERO A 6A E 11M;;;;;;03/04/2001;;ESTRIPO - LIPO, N.R.I.;;-23.590.481;-4.660.077;30/12/2018
 IP;306681;CR.P.CONV   ;ACONCHEGO;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua AVANHANDAVA;814;BELA VISTA;1306000;32588738;;;ATIVA;7;BELA VISTA;701;35284749.0;105743;;84 CRIANCAS;;;;19/12/2011;23/09/2005;06/12/2011;;ACONCHEGO;CON;-23.553.718;-46.649.408;30/12/2018
 IP;306728;CR.P.CONV   ;LUZ DO AMANHA;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua TAMUATA;163;SAO JOAO CLIMACO;4255140;28925284;;;ATIVA;68;SACOMA;6801;35290166.0;117330;;ZERO A 4A E 11M;;;;14/11/2008;14/05/2006;;;LUZ DO AMANHA;CON;-23.621.575;-46.592.576;30/12/2018
 IP;306729;CR.P.CONV   ;QUINTAL DA CRIANCA;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua GLICERIO;221;SE;1514000;32030804;;;ATIVA;78;SE;7801;35290373.0;117729;;3A A 5A;;;;31/12/2008;02/05/2006;10/10/2012;;QUINTAL DA CRIANCA;CON;-23.554.245;-46.628.091;30/12/2018
 IP;306740;CR.P.CONV   ;MAE ACHIROPITA;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Rua DOUTOR LUÃS BARRETO;314;BELA VISTA;1328020;31067235;;;ATIVA;7;BELA VISTA;701;35295206.0;122127;;0 A 4 ANOS;;;;09/11/2011;22/08/2006;28/11/2012;;MAE ACHIROPITA;CON;-23.557.309;-46.647.393;30/12/2018
 IP;306813;CR.P.CONV   ;SAO VICENTE PALLOTTI;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;IPIRANGA;Rua MARECHAL PIMENTEL;264;SACOMA;4248100;25910728;;;ATIVA;68;SACOMA;6801;35320870.0;136047;;ZERO A 3 A ;;;;18/04/2007;18/04/2007;08/12/2011;;SAO VICENTE PALLOTTI;CON;-23.611.121;-46.596.068;30/12/2018
 IP;306830;ESC.PART.   ;ARTE E MAGIA;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;VILA MARIANA;Rua CORREIA DE LEMOS;453;CHÃCARA INGLESA;4140000;55993266;;;ATIVA;77;SAUDE;7703;35293261.0;;;1M A 6A E 11M;26/07/2007;35;19/07/2007;;;;;ARTE E MAGIA;;-23.607.069;-46.633.028;30/12/2018
 IP;306870;CR.P.CONV   ;PACAEMBU;;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;SE;Avenida PACAEMBU;789;PACAEMBU;1234001;36286144;;;ATIVA;69;SANTA CECILIA;6902;35353474.0;144341;;1A A 2A;08/10/2007;2007.0.268.984.6;08/10/2007;07/05/2010;08/10/2007;20/03/2012;;PACAEMBU;CON;-23.533.168;-46.661.573;30/12/2018
